,masked_idx,masked_correct,entailment
486,2,4,True
487,3,3,True
488,12,8,True
489,4,7,True
490,6,7,True
491,23,3,False
492,3,8,True
493,4,7,False
494,10,11,False
495,4,7,False
496,7,7,False
497,2,15,True
498,3,4,False
499,3,3,True
500,2,3,True
501,28,5,True
502,13,3,False
503,8,3,False
504,5,12,True
505,2,4,True
506,5,7,True
507,9,4,True
508,6,6,True
509,2,4,True
510,6,3,False
511,3,12,True
512,3,4,True
513,5,3,False
514,4,4,True
515,2,14,True
516,3,5,False
517,2,15,True
518,16,6,False
519,8,3,True
520,2,7,True
521,3,5,False
522,8,3,True
523,10,3,True
524,8,3,False
525,6,5,True
526,3,12,True
527,9,6,False
528,10,9,True
529,2,8,False
530,3,5,False
531,3,5,True
532,7,4,True
533,5,7,True
534,8,4,True
535,5,3,True
536,2,8,True
537,14,3,True
538,7,3,False
539,9,3,True
540,3,4,True
541,6,3,True
542,4,5,False
543,7,10,True
544,12,4,False
545,5,7,True
546,2,10,True
547,10,13,True
548,2,7,True
549,2,8,True
550,2,3,False
551,6,3,False
552,6,4,False
553,2,3,True
554,11,8,False
555,24,12,True
556,6,4,False
557,6,3,False
558,14,8,True
559,3,7,False
560,3,13,False
561,12,5,False
562,10,7,False
563,4,7,True
564,16,6,True
565,11,6,True
566,3,9,False
567,2,7,True
568,7,9,False
569,19,14,False
570,2,8,True
571,4,3,True
572,4,4,False
573,3,3,True
574,13,4,True
575,3,4,False
576,29,3,True
577,3,12,False
578,6,3,True
579,2,3,True
580,13,8,True
581,3,7,True
582,2,10,False
583,4,5,True
584,2,10,True
585,13,8,False
586,3,3,True
587,23,3,True
588,26,5,True
589,3,4,True
590,2,5,True
591,16,7,True
592,24,8,True
593,6,13,False
594,12,11,True
595,20,13,False
596,9,15,False
597,7,8,True
598,3,6,True
599,12,12,False
600,2,3,False
601,4,4,False
602,2,10,False
603,7,14,True
604,3,4,True
605,2,4,True
606,9,4,False
607,9,5,True
608,3,3,True
609,9,5,True
610,15,9,True
611,18,6,True
612,5,14,False
613,17,15,True
614,10,3,False
615,2,13,True
616,5,3,True
617,2,3,False
618,25,6,False
619,3,9,False
620,6,6,False
621,25,13,False
622,9,4,True
623,12,4,True
624,17,6,False
625,5,3,True
626,22,11,True
627,8,11,False
628,23,7,True
629,4,3,False
630,4,13,True
631,34,8,True
632,6,6,True
633,12,12,False
634,7,4,True
635,10,12,False
636,6,15,True
637,4,8,True
638,2,4,True
639,4,4,False
640,14,3,True
641,2,3,True
642,3,10,True
643,3,3,True
644,5,3,False
645,4,7,True
646,17,4,True
647,15,3,False
648,6,13,True
649,3,5,False
650,8,8,False
651,6,4,False
652,2,4,True
653,11,3,False
654,14,3,True
655,2,3,False
656,3,4,False
657,2,4,True
658,2,7,True
659,29,8,True
660,9,8,False
661,10,11,False
662,2,3,True
663,7,10,False
664,3,4,False
665,6,4,False
666,17,8,False
667,5,5,False
668,6,3,False
669,8,9,False
670,10,3,True
671,3,9,False
672,2,3,False
673,17,4,True
674,2,5,False
675,3,4,True
676,3,3,True
677,3,4,True
678,5,10,True
679,4,11,False
680,5,3,True
681,5,9,False
682,3,8,True
683,11,4,False
684,3,7,True
685,4,11,False
686,30,8,False
687,8,7,True
688,3,4,False
689,2,11,True
690,3,4,True
691,14,3,True
692,10,14,True
693,11,3,True
694,2,3,False
695,2,4,True
696,4,4,True
697,6,7,True
698,9,6,False
699,4,14,False
700,3,6,False
701,2,3,False
702,3,7,False
703,3,15,True
704,20,3,False
705,11,8,False
706,14,10,False
707,5,4,True
708,4,7,False
709,4,3,True
710,8,7,True
711,21,14,False
712,15,13,True
713,26,7,False
714,9,6,True
715,2,4,True
716,2,3,False
717,2,7,False
718,3,4,False
719,15,8,True
720,3,3,False
721,5,7,False
722,4,14,False
723,5,3,False
724,7,14,False
725,11,7,True
726,8,5,False
727,3,4,False
728,4,11,False
729,4,4,False
730,3,4,False
731,2,4,True
732,2,8,False
733,3,11,True
734,12,7,False
735,2,6,True
736,2,12,False
737,3,4,False
738,6,10,True
739,7,6,False
740,3,10,False
741,6,3,False
742,2,6,True
743,4,6,False
744,3,4,False
745,14,5,False
746,4,6,True
747,4,4,False
748,18,4,False
749,2,3,False
750,3,3,True
751,14,10,True
752,9,5,False
753,3,3,True
754,5,3,True
755,3,7,True
756,3,9,False
757,9,14,True
758,3,3,True
759,2,4,True
760,19,7,False
761,22,9,True
762,2,4,True
763,5,5,True
764,3,4,True
765,2,14,False
766,4,4,True
767,8,8,False
768,3,4,False
769,9,7,True
770,3,15,True
771,7,3,True
772,7,11,False
773,5,3,False
774,4,3,True
775,3,4,False
776,18,4,True
777,4,4,True
778,3,13,False
779,2,6,False
780,24,7,False
781,17,5,False
782,3,15,False
783,12,5,True
784,3,11,False
785,3,8,True
786,4,10,False
787,7,4,True
788,8,8,True
789,6,12,False
790,3,13,True
791,5,6,True
792,3,6,True
793,2,3,False
794,14,4,True
795,4,7,True
796,2,3,True
797,8,8,False
798,2,4,True
799,19,6,False
800,7,6,True
801,6,15,True
802,3,4,False
803,2,3,False
804,9,13,True
805,6,3,True
806,32,3,True
807,4,3,True
808,5,7,False
809,6,4,True
810,9,6,False
811,6,4,True
812,13,11,True
813,5,6,False
814,2,7,True
815,7,5,True
816,10,7,True
817,8,8,True
818,21,4,True
819,4,14,True
820,24,6,True
821,2,3,False
822,8,12,True
823,8,4,False
824,3,13,True
825,2,15,True
826,6,3,True
827,6,7,False
828,3,11,True
829,3,3,True
830,13,11,False
831,6,4,True
832,2,15,False
833,11,11,False
834,10,10,True
835,11,8,True
836,3,8,False
837,5,5,True
838,28,4,True
839,6,3,False
840,8,15,False
841,3,3,True
842,8,3,True
843,3,7,False
844,8,10,True
845,2,15,False
846,3,12,True
847,4,7,True
848,4,4,False
849,8,3,False
850,2,3,False
851,7,7,True
852,10,5,True
853,3,9,False
854,31,5,True
855,8,13,False
856,3,15,False
857,27,15,False
858,2,7,True
859,4,3,True
860,15,3,True
861,6,3,False
862,5,7,False
863,13,4,True
864,15,6,True
865,10,14,False
866,7,7,True
867,17,3,True
868,4,5,False
869,6,7,True
870,2,3,False
871,22,3,True
872,3,9,False
873,3,3,True
874,2,12,False
875,2,10,True
876,2,7,True
877,22,5,False
878,2,10,False
879,4,9,False
880,6,3,False
881,2,6,False
882,12,6,True
883,2,4,True
884,17,6,False
885,2,8,False
886,10,5,True
887,2,5,True
888,3,4,False
889,14,4,True
890,2,3,True
891,12,13,True
892,3,3,True
893,5,4,False
894,6,7,False
895,17,4,True
896,4,12,False
897,16,8,True
898,3,4,False
899,2,4,True
900,6,8,False
901,5,4,True
902,3,8,True
903,5,7,True
904,2,3,False
905,4,7,True
906,6,4,True
907,4,13,True
908,30,3,True
909,6,9,True
910,5,3,False
911,15,4,True
912,8,5,False
913,7,6,True
914,3,5,False
915,3,6,False
916,11,8,False
917,3,5,True
918,11,9,True
919,3,4,True
920,9,12,True
921,3,11,True
922,3,3,True
923,3,6,False
924,17,15,False
925,3,6,False
926,2,7,True
927,5,5,False
928,3,8,True
929,4,6,False
930,4,4,False
931,19,3,True
932,3,10,False
933,6,3,True
934,23,3,False
935,5,14,True
936,5,7,True
937,4,12,True
938,2,4,True
939,4,7,True
940,9,6,True
941,7,3,True
942,4,3,True
943,14,3,False
944,2,3,False
945,3,3,False
946,8,11,True
947,4,3,True
948,3,13,True
949,27,8,True
950,2,4,True
951,2,5,True
952,14,3,False
953,15,7,False
954,17,8,False
955,14,8,False
956,10,4,False
957,3,8,False
958,10,6,False
959,2,4,True
960,20,5,True
961,3,3,True
962,4,6,True
963,4,4,False
964,14,14,False
965,3,4,False
966,5,12,True
967,16,9,False
968,8,3,True
969,16,6,False
970,10,7,True
971,18,4,False
972,2,14,False
973,3,4,False
974,24,8,True
975,3,5,False
976,15,3,True
977,20,3,False
978,3,10,True
979,2,7,True
980,12,6,False
981,2,5,True
982,4,4,True
983,2,4,True
984,12,7,False
985,5,7,True
986,28,6,False
987,4,4,True
988,5,6,True
989,7,5,True
990,10,3,True
991,3,7,True
992,8,8,True
993,4,4,True
994,4,13,False
995,6,6,False
996,3,3,True
997,3,15,False
998,7,5,True
999,2,4,True
1000,27,14,False
1001,16,10,True
1002,12,3,False
1003,5,7,True
1004,20,9,False
1005,9,4,False
1006,4,3,False
1007,2,4,True
1008,13,3,False
1009,5,13,False
1010,6,8,False
1011,8,15,False
1012,3,3,True
1013,35,9,True
1014,5,6,True
1015,4,7,True
1016,5,12,False
1017,9,4,False
1018,2,6,True
1019,3,7,True
1020,2,6,False
1021,5,4,False
1022,6,8,False
1023,22,5,False
1024,29,6,False
1025,3,3,True
1026,2,10,False
1027,11,14,False
1028,3,4,True
1029,16,3,True
1030,8,10,True
1031,2,13,False
1032,9,4,True
1033,7,13,False
1034,18,10,False
1035,16,6,True
1036,2,3,True
1037,32,11,True
1038,3,4,False
1039,13,3,False
1040,3,3,True
1041,6,4,True
1042,2,14,False
1043,4,7,True
1044,20,7,True
1045,3,7,False
1046,4,5,True
1047,6,3,False
1048,5,6,True
1049,7,6,True
1050,5,4,False
1051,6,6,True
1052,2,4,True
1053,9,3,True
1054,3,10,False
1055,3,14,False
1056,4,3,False
1057,22,6,False
1058,7,5,True
1059,3,3,True
1060,11,14,True
1061,2,3,True
1062,5,4,False
1063,5,6,True
1064,3,11,True
1065,3,12,False
1066,3,13,False
1067,3,7,False
1068,6,3,True
1069,5,4,False
1070,7,8,True
1071,11,6,False
1072,28,8,False
1073,3,3,True
1074,6,4,True
1075,2,14,True
1076,11,10,False
1077,3,3,False
1078,12,4,False
1079,7,8,True
1080,3,6,True
1081,13,8,False
1082,12,7,False
1083,3,4,True
1084,8,6,True
1085,14,5,True
1086,2,11,True
1087,16,4,True
1088,14,15,True
1089,14,6,True
1090,10,10,False
1091,3,7,False
1092,2,3,False
1093,2,7,False
1094,3,9,False
1095,8,9,True
1096,4,5,False
1097,11,8,False
1098,7,4,True
1099,35,3,False
1100,19,7,True
1101,8,5,False
1102,5,5,False
1103,5,4,True
1104,7,12,True
1105,3,15,True
1106,6,3,True
1107,10,6,True
1108,4,3,True
1109,2,7,True
1110,5,8,True
1111,2,7,True
1112,2,4,True
1113,10,4,True
1114,4,5,True
1115,7,3,False
1116,2,3,False
1117,4,8,False
1118,2,5,False
1119,3,12,False
1120,2,7,True
1121,7,12,False
1122,38,6,False
1123,3,15,False
1124,2,4,True
1125,5,6,False
1126,9,6,False
1127,17,9,False
1128,3,3,True
1129,2,7,False
1130,6,12,False
1131,3,6,True
1132,2,4,True
1133,4,7,True
1134,22,3,False
1135,2,7,False
1136,2,4,True
1137,2,12,True
1138,3,7,False
1139,6,5,True
1140,17,14,True
1141,2,12,False
1142,10,3,False
1143,2,9,True
1144,4,7,True
1145,3,12,True
1146,3,8,True
1147,10,12,True
1148,9,3,False
1149,3,4,False
1150,9,3,True
1151,2,4,True
1152,2,3,False
1153,11,7,False
1154,11,5,True
1155,2,9,False
1156,7,6,False
1157,2,8,False
1158,3,9,True
1159,2,3,False
1160,2,4,True
1161,4,6,True
1162,3,7,True
1163,2,14,True
1164,16,8,True
1165,3,12,False
1166,13,7,False
1167,4,3,True
1168,4,4,True
1169,2,3,True
1170,2,13,True
1171,3,3,True
1172,6,5,False
1173,2,8,False
1174,2,11,True
1175,18,3,True
1176,11,15,False
1177,3,6,True
1178,3,6,True
1179,7,10,True
1180,4,3,True
1181,16,9,False
1182,9,4,False
1183,10,4,False
1184,5,6,True
1185,7,3,False
1186,4,5,True
1187,3,10,False
1188,20,8,True
1189,7,9,False
1190,6,5,False
1191,14,4,True
1192,35,9,False
1193,2,12,False
1194,5,8,False
1195,3,5,False
1196,30,10,False
1197,3,7,True
1198,3,6,False
1199,4,4,False
1200,3,4,False
1201,4,4,False
1202,21,5,False
1203,10,4,True
1204,2,4,True
1205,2,13,False
1206,7,8,False
1207,2,3,False
1208,2,12,True
1209,3,5,False
1210,17,13,True
1211,4,4,True
1212,6,6,True
1213,18,3,False
1214,3,3,True
1215,2,8,True
1216,3,3,True
1217,3,12,False
1218,10,6,False
1219,2,6,False
1220,10,3,True
1221,6,3,True
1222,2,7,True
1223,2,13,False
1224,13,6,True
1225,3,3,True
1226,4,6,False
1227,2,3,False
1228,2,3,False
1229,23,7,True
1230,7,8,False
1231,24,4,False
1232,14,8,True
1233,2,6,False
1234,2,3,True
1235,8,5,True
1236,4,5,True
1237,20,3,True
1238,5,6,False
1239,2,9,False
1240,2,3,True
1241,8,4,False
1242,7,11,False
1243,4,7,False
1244,2,3,False
1245,8,4,False
1246,22,13,False
1247,4,7,True
1248,4,4,False
1249,13,9,True
1250,4,15,True
1251,7,7,True
1252,11,4,True
1253,3,3,True
1254,12,9,True
1255,9,3,False
1256,3,14,False
1257,3,12,True
1258,12,4,False
1259,3,13,True
1260,9,5,False
1261,8,3,True
1262,6,6,False
1263,3,4,True
1264,5,3,False
1265,12,3,True
1266,4,4,True
1267,3,4,False
1268,3,7,True
1269,20,4,True
1270,3,6,True
1271,7,6,False
1272,5,6,True
1273,20,7,True
1274,10,7,False
1275,3,4,True
1276,20,6,False
1277,2,4,True
1278,7,4,True
1279,2,4,True
1280,2,5,False
1281,3,3,False
1282,11,4,False
1283,10,4,False
1284,5,6,False
1285,6,9,True
1286,24,4,False
1287,7,4,False
1288,9,12,True
1289,5,4,False
1290,4,3,False
1291,3,15,True
1292,5,11,True
1293,5,5,False
1294,7,5,False
1295,3,4,False
1296,3,8,True
1297,7,6,True
1298,2,3,True
1299,9,3,False
1300,2,3,True
1301,13,8,True
1302,4,4,True
1303,2,4,True
1304,4,7,True
1305,2,4,True
1306,2,7,True
1307,3,3,True
1308,20,3,True
1309,16,15,True
1310,5,6,True
1311,11,4,True
1312,3,7,False
1313,3,3,True
1314,26,3,True
1315,6,8,False
1316,5,3,True
1317,19,15,True
1318,3,3,True
1319,2,6,True
1320,25,8,False
1321,5,3,True
1322,3,3,True
1323,3,3,True
1324,3,11,True
1325,11,8,False
1326,4,8,True
1327,2,6,True
1328,7,4,True
1329,8,3,True
1330,4,12,True
1331,29,3,False
1332,13,3,False
1333,2,3,False
1334,8,4,True
1335,2,8,True
1336,16,10,True
1337,13,15,True
1338,2,6,False
1339,6,3,False
1340,26,8,True
1341,6,6,False
1342,8,4,False
1343,12,7,True
1344,6,3,True
1345,16,9,True
1346,2,3,False
1347,24,4,True
1348,9,11,False
1349,2,6,True
1350,13,6,True
1351,13,5,True
1352,2,12,False
1353,4,6,False
1354,6,4,False
1355,3,4,False
1356,3,3,True
1357,3,3,True
1358,3,13,False
1359,6,3,True
1360,2,3,False
1361,5,4,True
1362,9,5,False
1363,8,13,True
1364,3,8,False
1365,8,6,True
1366,2,7,True
1367,2,3,True
1368,15,15,False
1369,4,3,True
1370,5,4,False
1371,11,15,False
1372,12,11,True
1373,2,5,False
1374,2,4,True
1375,3,4,False
1376,3,6,False
1377,8,9,False
1378,14,8,True
1379,2,4,True
1380,4,6,True
1381,17,5,False
1382,2,4,True
1383,3,3,True
1384,2,4,True
1385,3,5,True
1386,7,3,False
1387,10,4,True
1388,3,9,True
1389,2,10,True
1390,5,7,True
1391,6,3,False
1392,4,5,True
1393,3,12,True
1394,3,10,False
1395,12,3,False
1396,5,7,False
1397,3,4,True
1398,17,6,False
1399,2,5,True
1400,2,3,False
1401,3,7,False
1402,8,4,True
1403,4,4,True
1404,6,11,False
1405,14,3,False
1406,17,10,False
1407,10,9,False
1408,7,7,True
1409,2,4,True
1410,5,4,False
1411,2,3,True
1412,11,11,True
1413,6,4,False
1414,12,3,False
1415,11,9,True
1416,3,4,False
1417,3,9,True
1418,2,11,False
1419,5,3,True
1420,11,3,True
1421,2,7,True
1422,2,4,True
1423,6,5,True
1424,9,12,True
1425,13,8,True
1426,2,13,True
1427,15,8,True
1428,5,8,True
1429,6,13,True
1430,17,11,False
1431,21,6,False
1432,7,3,True
1433,22,13,False
1434,2,4,True
1435,2,3,False
1436,3,4,True
1437,3,4,False
1438,11,8,True
1439,15,4,True
1440,3,3,True
1441,2,4,True
1442,20,5,True
1443,23,9,False
1444,38,4,False
1445,4,8,True
1446,2,3,True
1447,5,6,True
1448,2,3,False
1449,7,7,True
1450,2,11,True
1451,10,6,False
1452,3,7,True
1453,22,3,False
1454,6,5,True
1455,12,5,False
1456,4,4,True
1457,17,13,True
1458,3,3,True
1459,2,3,True
1460,2,3,False
1461,3,4,True
1462,5,9,False
1463,2,10,False
1464,5,5,True
1465,7,3,True
1466,12,12,False
1467,3,6,True
1468,6,3,True
1469,13,7,True
1470,10,4,True
1471,19,4,True
1472,4,8,False
1473,21,7,True
1474,18,3,True
1475,3,5,True
1476,12,8,True
1477,3,14,True
1478,2,3,True
1479,2,3,False
1480,8,11,False
1481,5,13,True
1482,28,6,False
1483,7,3,True
1484,19,12,True
1485,3,4,False
1486,3,9,False
1487,2,4,True
1488,8,4,False
1489,12,4,False
1490,3,3,True
1491,3,4,False
1492,2,4,True
1493,18,6,True
1494,3,3,True
1495,3,15,False
1496,12,6,False
1497,4,5,True
1498,7,4,True
1499,12,8,True
1500,8,5,False
1501,7,10,True
1502,2,14,False
1503,10,5,False
1504,2,3,True
1505,3,4,True
1506,5,3,True
1507,9,8,False
1508,3,3,True
1509,4,6,False
1510,3,3,True
1511,2,3,False
1512,15,5,True
1513,4,11,False
1514,6,5,False
1515,8,6,False
1516,3,4,False
1517,3,4,False
1518,2,5,False
1519,8,4,False
1520,2,11,False
1521,9,4,True
1522,8,4,True
1523,4,15,True
1524,5,8,True
1525,7,6,True
1526,3,10,True
1527,9,8,True
1528,2,4,True
1529,2,3,True
1530,5,4,False
1531,6,6,False
1532,3,8,False
1533,4,3,False
1534,7,6,True
1535,4,4,False
1536,4,3,False
1537,5,3,True
1538,4,8,False
1539,5,8,False
1540,14,3,True
1541,17,5,True
1542,13,6,True
1543,3,4,True
1544,7,13,True
1545,3,12,True
1546,4,4,True
1547,3,3,True
1548,2,11,False
1549,5,4,True
1550,6,7,True
1551,2,11,False
1552,3,4,True
1553,3,4,False
1554,24,7,False
1555,3,5,True
1556,10,9,False
1557,2,7,True
1558,3,4,True
1559,2,4,True
1560,9,4,True
1561,14,4,True
1562,16,3,True
1563,14,3,True
1564,2,14,False
1565,10,4,True
1566,2,3,True
1567,2,14,False
1568,8,7,True
1569,11,15,False
1570,3,7,True
1571,3,7,True
1572,3,15,True
1573,19,12,True
1574,11,7,False
1575,8,4,True
1576,3,15,False
1577,19,13,False
1578,2,3,True
1579,2,8,True
1580,8,4,False
1581,10,4,False
1582,18,12,True
1583,2,7,False
1584,11,14,True
1585,5,3,False
1586,3,12,False
1587,14,8,False
1588,2,3,False
1589,4,7,True
1590,6,3,True
1591,11,12,True
1592,3,7,True
1593,31,9,False
1594,3,3,True
1595,4,4,True
1596,2,3,False
1597,21,3,True
1598,8,8,True
1599,7,4,True
1600,18,7,True
1601,5,4,True
1602,7,3,True
1603,12,5,True
1604,3,4,True
1605,4,3,True
1606,3,7,True
1607,2,3,False
1608,24,6,True
1609,4,7,True
1610,2,6,False
1611,2,5,True
1612,6,3,True
1613,5,4,True
1614,4,6,False
1615,6,7,False
1616,3,14,True
1617,3,7,True
1618,6,4,False
1619,3,11,True
1620,22,6,False
1621,2,3,False
1622,57,6,True
1623,7,3,False
1624,6,8,False
1625,30,7,False
1626,10,15,False
1627,6,8,True
1628,8,12,False
1629,2,4,True
1630,4,3,True
1631,7,4,False
1632,30,7,True
1633,3,3,True
1634,2,7,True
1635,19,6,True
1636,5,6,False
1637,8,5,False
1638,11,5,True
1639,2,10,True
1640,2,3,True
1641,17,5,False
1642,4,4,True
1643,5,6,True
1644,19,5,True
1645,39,6,True
1646,8,4,True
1647,2,11,True
1648,19,3,True
1649,5,6,False
1650,43,4,True
1651,5,3,True
1652,2,12,False
1653,2,4,True
1654,21,11,False
1655,10,5,True
1656,12,8,True
1657,18,3,False
1658,5,5,False
1659,10,7,False
1660,7,6,False
1661,3,4,False
